acct,area,vmail,day.mins,day.calls,day.charge,intl.mins,intl.calls,intl.charge,churn
993,510,yes,91.7,104,15.59,7.7,5,2.08,No
994,510,no,126.3,99,21.47,9.6,2,2.59,No
995,510,yes,251.5,107,42.76,10.4,6,2.81,No
996,510,no,190.6,108,32.4,7.5,5,2.03,No
997,510,no,116.1,101,19.74,11.6,5,3.13,No
998,415,no,217.3,91,36.94,11.3,3,3.05,No
999,510,no,179.4,80,30.5,14.7,3,3.97,No
1000,415,no,207.7,109,35.31,7.9,3,2.13,No
1001,408,no,277.3,138,47.14,12.8,4,3.46,Yes
1002,415,no,125.3,84,21.3,8.4,4,2.27,No
1003,408,yes,138.1,91,23.48,6.8,3,1.84,No
1004,510,yes,169.3,88,28.78,8.2,3,2.21,No
1005,415,yes,201.3,101,34.22,12.3,3,3.32,No
1006,510,no,216.7,117,36.84,9.8,4,2.65,No
1007,415,no,190.4,92,32.37,8.3,4,2.24,No
1008,408,no,143.3,91,24.36,6,7,1.62,No
1009,415,yes,97.4,57,16.56,11.4,2,3.08,No
1010,415,no,181.4,111,30.84,11.3,3,3.05,No
1011,510,no,246.4,83,41.89,3.8,4,1.03,No
1012,415,no,143.4,130,24.38,9.7,6,2.62,No
1013,415,no,104.9,111,17.83,8,5,2.16,No
1014,415,no,156.2,93,26.55,13.1,5,3.54,No
1015,415,no,114.8,125,19.52,12,4,3.24,No
1016,415,no,232.5,96,39.53,11.9,2,3.21,No
1017,415,no,143.6,117,24.41,8.6,3,2.32,No
1018,415,no,176.7,132,30.04,9.1,4,2.46,No
1019,415,no,263.4,148,44.78,11.4,5,3.08,Yes
1020,415,no,146.4,74,24.89,11.3,3,3.05,No
1021,415,yes,145,72,24.65,14.2,3,3.83,No
1022,408,no,167.8,91,28.53,8.4,12,2.27,No
1023,510,no,166.9,99,28.37,7.2,5,1.94,No
1024,510,no,142.5,87,24.23,7.8,8,2.11,No
1025,510,no,133,65,22.61,11.2,3,3.02,No
1026,415,yes,252.9,129,42.99,12.3,1,3.32,No
1027,415,yes,95,94,16.15,10,2,2.7,No
1028,510,no,194.2,106,33.01,12.9,1,3.48,Yes
1029,415,no,222.8,114,37.88,0,0,0,No
1030,510,no,201.8,82,34.31,16.5,5,4.46,No
1031,415,yes,216,125,36.72,9.3,4,2.51,Yes
1032,415,no,146.3,108,24.87,5.3,9,1.43,No
1033,510,no,234.8,85,39.92,9.5,5,2.57,No
1034,408,no,198.6,111,33.76,10.6,6,2.86,No
1035,408,no,94.4,80,16.05,13.1,9,3.54,No
1036,510,no,190.4,74,32.37,10,1,2.7,No
1037,408,yes,142.6,77,24.24,12,2,3.24,No
1038,510,no,134.2,80,22.81,10.7,5,2.89,No
1039,415,no,111.9,92,19.02,14.1,3,3.81,Yes
1040,415,no,122.8,89,20.88,10.7,2,2.89,No
1041,510,no,189.3,77,32.18,9.2,5,2.48,No
1042,510,yes,240.4,112,40.87,16.1,6,4.35,No
1043,510,yes,93.5,112,15.9,9.9,3,2.67,No
1044,415,no,158.6,104,26.96,10.2,8,2.75,No
1045,510,no,243.2,109,41.34,7.2,4,1.94,No
1046,408,no,176.4,115,29.99,9.3,3,2.51,No
1047,510,no,220.9,129,37.55,6.4,5,1.73,No
1048,415,no,144.4,87,24.55,7.1,7,1.92,No
1049,510,no,212.3,107,36.09,7.7,3,2.08,No
1050,510,no,147,72,24.99,8.4,9,2.27,No
1051,510,yes,96.2,112,16.35,12.9,10,3.48,No
1052,415,no,263.4,118,44.78,10.3,2,2.78,No
1053,415,no,12.5,67,2.13,7.7,9,2.08,No
1054,408,no,162.3,116,27.59,10.1,3,2.73,No
1055,408,no,183.6,107,31.21,8.7,3,2.35,No
1056,415,no,178.1,109,30.28,8.5,2,2.3,No
1057,408,no,201.4,101,34.24,7,3,1.89,No
1058,415,yes,123,158,20.91,13.3,4,3.59,No
1059,510,no,208,125,35.36,8.6,6,2.32,No
1060,415,no,239.2,72,40.66,8.8,3,2.38,No
1061,510,no,193,97,32.81,15.3,3,4.13,No
1062,415,yes,174.5,101,29.67,10.3,9,2.78,No
1063,415,yes,116.7,71,19.84,9.9,3,2.67,No
1064,510,no,93.8,127,15.95,10.7,2,2.89,No
1065,415,yes,154.1,114,26.2,12.9,3,3.48,No
1066,415,yes,239.5,82,40.72,9.9,6,2.67,No
1067,510,yes,216,140,36.72,11.8,4,3.19,No
1068,408,no,187.4,97,31.86,12.2,6,3.29,No
1069,415,no,167.4,119,28.46,10.3,5,2.78,No
1070,510,no,160.4,108,27.27,12.5,4,3.38,No
1071,415,no,143.2,92,24.34,11.9,9,3.21,No
1072,408,no,205.3,122,34.9,5,9,1.35,No
1073,408,yes,219.1,88,37.25,14.3,6,3.86,No
1074,510,no,143.2,77,24.34,7.6,4,2.05,No
1075,415,no,232.8,106,39.58,12.5,7,3.38,No
1076,408,no,162,81,27.54,8.9,8,2.4,No
1077,415,yes,25.9,119,4.4,6.5,7,1.76,No
1078,415,no,154.2,123,26.21,15.4,4,4.16,Yes
1079,408,no,322.3,113,54.79,6.7,8,1.81,Yes
1080,408,no,209.9,112,35.68,8.2,3,2.21,No
1081,415,no,191.5,88,32.56,0,0,0,No
1082,408,yes,291.1,150,49.49,7.5,2,2.03,No
1083,415,no,215.6,115,36.65,11.8,1,3.19,No
1084,510,no,208.8,101,35.5,12.4,6,3.35,No
1085,415,no,255.9,97,43.5,12.3,5,3.32,No
1086,408,no,252.7,97,42.96,12.4,4,3.35,No
1087,408,no,132.1,72,22.46,6.9,6,1.86,No
1088,408,no,217,115,36.89,8.2,4,2.21,No
1089,510,yes,101.9,79,17.32,12.9,2,3.48,No
1090,510,no,211.5,100,35.96,13.3,4,3.59,No
1091,510,no,153.4,86,26.08,10.4,3,2.81,No
1092,510,no,166.3,95,28.27,10,3,2.7,No
1093,408,no,185.2,87,31.48,9.5,13,2.57,No
1094,408,no,104.6,121,17.78,6.5,8,1.76,No
1095,415,no,245.2,105,41.68,7.2,8,1.94,No
1096,510,no,274.4,120,46.65,6,3,1.62,No
1097,415,no,98.4,78,16.73,14.2,4,3.83,No
1098,415,yes,279.9,121,47.58,13,2,3.51,No
1099,510,no,187.2,127,31.82,5.1,4,1.38,No
1100,415,no,276.2,95,46.95,2.2,4,0.59,No
1101,415,yes,200.4,104,34.07,8.3,4,2.24,No
1102,510,no,162.3,96,27.59,9.1,4,2.46,No
1103,510,no,176.9,128,30.07,10.5,2,2.84,Yes
1104,415,no,165.5,78,28.14,12.2,6,3.29,No
1105,415,no,217.8,93,37.03,10.4,5,2.81,No
1106,510,yes,201.4,100,34.24,12.9,4,3.48,Yes
1107,510,no,190.5,115,32.39,10.1,5,2.73,No
1108,415,yes,179.9,97,30.58,12.8,7,3.46,No
1109,510,no,235.9,104,40.1,5.8,2,1.57,No
1110,415,no,140.4,112,23.87,7.9,1,2.13,No
1111,415,no,144.6,115,24.58,7.4,9,2,No
1112,510,no,189,100,32.13,17.1,6,4.62,No
1113,408,no,101,93,17.17,13.3,2,3.59,No
1114,415,no,206.3,98,35.07,10.6,4,2.86,No
1115,408,yes,165.1,85,28.07,10.9,4,2.94,No
1116,408,no,165,129,28.05,12.5,7,3.38,Yes
1117,415,no,155.9,95,26.5,11.7,3,3.16,No
1118,408,no,199.2,122,33.86,11.8,7,3.19,No
1119,415,no,155.3,116,26.4,12.3,4,3.32,No
1120,415,no,208.3,106,35.41,11.3,5,3.05,No
1121,415,no,157.1,79,26.71,12.1,6,3.27,No
1122,415,no,154.4,165,26.25,11.7,4,3.16,Yes
1123,415,no,189.1,105,32.15,10.4,5,2.81,Yes
1124,408,yes,131.5,98,22.36,10,3,2.7,No
1125,415,no,166.4,85,28.29,9.9,5,2.67,No
1126,408,no,142.3,75,24.19,12.8,9,3.46,No
1127,408,yes,87.7,103,14.91,7.3,4,1.97,No
1128,415,yes,184.1,78,31.3,16.9,3,4.56,No
1129,415,yes,174.5,104,29.67,12.3,10,3.32,No
1130,415,no,103.3,103,17.56,9,2,2.43,No
1131,415,no,35.1,62,5.97,12.7,2,3.43,No
1132,408,yes,246.6,94,41.92,13,5,3.51,No
1133,415,yes,78.5,109,13.35,11.8,4,3.19,No
1134,408,no,148.1,73,25.18,12.3,2,3.32,Yes
1135,408,no,206.2,84,35.05,9,3,2.43,No
1136,415,yes,251.6,87,42.77,12.2,3,3.29,No
1137,415,yes,270.3,111,45.95,14.4,7,3.89,Yes
1138,510,yes,156.6,97,26.62,11.3,1,3.05,No
1139,408,no,139.4,81,23.7,13.6,6,3.67,No
1140,510,no,220.2,108,37.43,11.7,3,3.16,No
1141,415,yes,214.1,108,36.4,10.1,3,2.73,No
1142,415,no,196,74,33.32,7.9,6,2.13,No
1143,415,no,106.4,71,18.09,5.3,4,1.43,Yes
1144,415,yes,179.4,113,30.5,10,5,2.7,No
1145,408,no,216.7,30,36.84,10.8,1,2.92,No
1146,415,no,177.3,129,30.14,5.1,2,1.38,No
1147,415,no,151.6,117,25.77,4,5,1.08,No
1148,408,yes,262.2,123,44.57,10.6,5,2.86,No
1149,415,no,173.6,110,29.51,9.7,7,2.62,No
1150,415,no,106.6,76,18.12,9.6,8,2.59,No
1151,415,no,193.3,106,32.86,11.6,4,3.13,Yes
1152,408,yes,217.2,94,36.92,11.3,4,3.05,No
1153,408,no,209.5,89,35.62,8.8,4,2.38,No
1154,408,no,95.4,105,16.22,5.6,5,1.51,No
1155,408,yes,214.6,110,36.48,8.1,2,2.19,No
1156,415,no,131.6,120,22.37,11.1,4,3,Yes
1157,415,no,168.4,117,28.63,11.8,7,3.19,No
1158,408,no,146.4,123,24.89,7.8,5,2.11,No
1159,415,no,183,110,31.11,11.1,6,3,No
1160,415,no,103.3,122,17.56,6.4,7,1.73,No
1161,408,yes,112.2,70,19.07,10.6,2,2.86,No
1162,510,no,170.7,55,29.02,8.2,9,2.21,No
1163,510,no,172.5,78,29.33,10.9,2,2.94,No
1164,510,yes,194.3,107,33.03,7.1,5,1.92,No
1165,408,yes,187.8,117,31.93,12,3,3.24,No
1166,415,yes,307.1,94,52.21,8,3,2.16,No
1167,415,no,118.2,106,20.09,12.2,3,3.29,No
1168,510,no,154,95,26.18,12.9,1,3.48,No
1169,408,no,155.5,101,26.44,7.6,11,2.05,No
1170,510,no,125.6,108,21.35,5.4,5,1.46,No
1171,415,no,199.3,104,33.88,15.2,2,4.1,No
1172,408,no,157.9,88,26.84,12.8,3,3.46,No
1173,415,no,203.4,81,34.58,9.2,5,2.48,No
1174,408,no,222.2,113,37.77,10.9,5,2.94,No
1175,408,yes,92.8,98,15.78,5.8,7,1.57,No
1176,415,yes,216.8,78,36.86,8.6,2,2.32,No
1177,415,no,193.2,89,32.84,9.7,2,2.62,No
1178,415,no,113.2,108,19.24,14.1,4,3.81,No
1179,415,yes,166.2,54,28.25,11.2,2,3.02,No
1180,408,yes,262.2,101,44.57,7.3,14,1.97,No
1181,415,no,207.8,92,35.33,13.1,4,3.54,No
1182,510,yes,245.4,89,41.72,7.5,6,2.03,No
1183,408,no,287.1,108,48.81,14.4,2,3.89,Yes
1184,510,yes,192.3,82,32.69,9,1,2.43,No
1185,510,no,194.2,122,33.01,9.7,3,2.62,No
1186,415,no,211,92,35.87,9.8,7,2.65,No
1187,415,yes,141.9,92,24.12,8.7,5,2.35,No
1188,415,yes,220.5,94,37.49,5.9,9,1.59,No
1189,415,no,157.4,122,26.76,9.3,2,2.51,No
1190,408,yes,143.5,106,24.4,11.2,5,3.02,No
1191,415,no,156,56,26.52,8.9,8,2.4,No
1192,408,no,160.1,63,27.22,9.2,3,2.48,No
1193,415,no,235.1,98,39.97,7.2,2,1.94,Yes
1194,415,yes,160,95,27.2,8.7,5,2.35,Yes
1195,510,no,188.4,63,32.03,13.2,2,3.56,No
1196,415,no,194.8,97,33.12,11,3,2.97,No
1197,510,no,247.8,117,42.13,6.9,2,1.86,No
1198,415,no,221.2,80,37.6,11.9,3,3.21,No
1199,510,yes,118.5,86,20.15,13.4,3,3.62,No
1200,415,yes,231.8,78,39.41,7.6,4,2.05,No
1201,415,yes,215.9,90,36.7,11.6,4,3.13,No
1202,415,yes,217.1,92,36.91,8,5,2.16,No
1203,415,no,83.5,96,14.2,12.6,3,3.4,No
1204,408,yes,183.3,106,31.16,5.1,7,1.38,No
1205,415,no,236.8,141,40.26,9.5,2,2.57,Yes
1206,415,no,193.8,90,32.95,8.5,3,2.3,No
1207,510,yes,134,112,22.78,9.7,4,2.62,No
1208,510,yes,176.6,65,30.02,11.3,5,3.05,No
1209,415,no,191.4,93,32.54,10.2,3,2.75,No
1210,510,yes,174.8,127,29.72,12.8,3,3.46,No
1211,408,no,275.2,67,46.78,7.9,2,2.13,No
1212,408,no,174,85,29.58,7.9,1,2.13,No
1213,415,no,165,132,28.05,12.6,8,3.4,No
1214,415,no,228.7,102,38.88,11.8,4,3.19,No
1215,415,no,107.9,88,18.34,9.5,3,2.57,No
1216,510,no,221.3,140,37.62,11.3,6,3.05,No
1217,415,no,141.1,84,23.99,5.9,6,1.59,No
1218,408,yes,166.4,92,28.29,10.7,4,2.89,No
1219,415,yes,249.6,87,42.43,7.6,3,2.05,No
1220,510,no,178.6,83,30.36,10.9,5,2.94,No
1221,510,no,139,96,23.63,15.7,5,4.24,No
1222,415,no,134.3,98,22.83,12.6,5,3.4,No
1223,415,no,215.9,93,36.7,4.9,5,1.32,No
1224,415,yes,181.6,91,30.87,11.4,4,3.08,No
1225,415,no,178.4,97,30.33,9.3,9,2.51,No
1226,415,no,106.4,84,18.09,11.4,3,3.08,No
1227,510,no,170.7,101,29.02,11.4,4,3.08,No
1228,510,yes,184.5,139,31.37,12.3,6,3.32,No
1229,510,yes,161.2,109,27.4,8.9,4,2.4,No
1230,408,no,84.9,77,14.43,7.5,5,2.03,No
1231,510,no,217.9,71,37.04,10.6,2,2.86,No
1232,408,no,270.9,98,46.05,8.8,5,2.38,Yes
1233,510,no,243,91,41.31,15.3,6,4.13,Yes
1234,510,no,128.2,71,21.79,8.9,3,2.4,No
1235,408,no,126.3,115,21.47,9.8,7,2.65,No
1236,510,no,178.7,56,30.38,10.6,2,2.86,No
1237,510,no,159,109,27.03,10.1,4,2.73,No
1238,510,no,150.9,79,25.65,11.7,5,3.16,No
1239,415,yes,219.9,118,37.38,8.1,4,2.19,No
1240,415,no,168,116,28.56,10.1,3,2.73,No
1241,510,yes,162.1,83,27.56,9.6,3,2.59,Yes
1242,510,no,198.8,107,33.8,16.5,7,4.46,No
1243,510,no,256.8,90,43.66,9.1,10,2.46,No
1244,415,yes,182.8,122,31.08,11,2,2.97,No
1245,408,yes,196.8,92,33.46,7.7,2,2.08,No
1246,415,no,140.1,120,23.82,11.2,5,3.02,No
1247,415,no,194.3,83,33.03,9,3,2.43,No
1248,415,no,117.6,66,19.99,8.8,5,2.38,No
1249,415,no,193.7,108,32.93,11.6,8,3.13,No
1250,510,no,243.1,105,41.33,7.8,4,2.11,No
1251,415,no,145.4,132,24.72,5.2,4,1.4,No
1252,415,no,169.1,105,28.75,9.9,10,2.67,No
1253,510,no,229.3,93,38.98,8.8,3,2.38,No
1254,415,no,197.2,97,33.52,8.3,4,2.24,No
1255,510,yes,186.4,84,31.69,11.1,3,3,Yes
1256,415,no,76.1,121,12.94,10.8,3,2.92,No
1257,415,no,162.8,65,27.68,6,3,1.62,No
1258,415,no,182.3,115,30.99,18,5,4.86,No
1259,510,no,194.4,83,33.05,11.2,7,3.02,No
1260,408,yes,189.3,95,32.18,12.5,4,3.38,No
1261,415,yes,160.1,107,27.22,9.5,4,2.57,No
1262,510,no,145,76,24.65,7.1,4,1.92,No
1263,415,no,220.7,105,37.52,11.5,7,3.11,No
1264,408,yes,224.7,69,38.2,7.5,5,2.03,Yes
1265,408,no,147,79,24.99,10.5,4,2.84,No
1266,415,yes,260.8,130,44.34,10.1,5,2.73,No
1267,415,no,155.4,127,26.42,9,3,2.43,No
1268,415,no,166.2,112,28.25,5.4,7,1.46,No
1269,415,no,211.8,115,36.01,10.8,7,2.92,No
1270,510,yes,130.5,114,22.19,11,5,2.97,Yes
1271,415,no,162.7,102,27.66,8.7,6,2.35,No
1272,408,yes,237.1,76,40.31,7.9,3,2.13,No
1273,408,no,166.2,102,28.25,13.2,2,3.56,No
1274,415,no,121.7,48,20.69,8.3,2,2.24,Yes
1275,510,no,176.4,62,29.99,11.2,2,3.02,No
1276,510,yes,67.4,116,11.46,11.4,2,3.08,No
1277,415,no,229.7,129,39.05,9.6,1,2.59,Yes
1278,415,yes,176,118,29.92,14.7,7,3.97,No
1279,408,no,247.7,77,42.11,9.6,7,2.59,Yes
1280,510,no,115.4,90,19.62,13.1,5,3.54,No
1281,510,no,112.2,95,19.07,13.9,1,3.75,Yes
1282,408,no,162.6,138,27.64,11.5,4,3.11,No
1283,415,no,229.4,107,39,10.4,6,2.81,No
1284,415,no,139.6,96,23.73,15,4,4.05,No
1285,415,no,263.8,66,44.85,8.4,2,2.27,Yes
1286,415,yes,217.5,123,36.98,9,3,2.43,No
1287,415,yes,114.3,132,19.43,7.5,8,2.03,No
1288,408,no,196.3,108,33.37,7.7,3,2.08,No
1289,510,no,253.2,95,43.04,4.4,4,1.19,No
1290,408,no,98,99,16.66,10.5,4,2.84,No
1291,408,no,249.4,118,42.4,9.1,3,2.46,No
1292,415,yes,129.6,107,22.03,14.5,5,3.92,No
1293,415,no,221.3,106,37.62,9.3,7,2.51,No
1294,415,no,220.7,106,37.52,12.4,9,3.35,No
1295,408,no,87.6,76,14.89,9.2,5,2.48,No
1296,408,no,203.6,61,34.61,8.4,3,2.27,No
1297,415,no,213.6,110,36.31,8.8,3,2.38,No
1298,415,yes,181.6,112,30.87,12.9,4,3.48,No
1299,510,yes,215.4,123,36.62,7.8,6,2.11,No
1300,415,no,266.3,90,45.27,14,2,3.78,Yes
1301,510,no,199.2,111,33.86,10.2,2,2.75,No
1302,415,no,115,130,19.55,7.3,4,1.97,No
1303,408,no,270.5,69,45.99,9.6,5,2.59,Yes
1304,415,no,222.2,127,37.77,12.9,4,3.48,No
1305,510,no,61.9,78,10.52,8.8,2,2.38,No
1306,415,no,141.1,92,23.99,10.8,2,2.92,No
1307,415,no,189.2,81,32.16,10.6,5,2.86,Yes
1308,510,no,196,135,33.32,9.8,1,2.65,No
1309,415,no,171.6,119,29.17,13.8,4,3.73,No
1310,415,no,174,123,29.58,11.4,3,3.08,No
1311,510,no,78.6,106,13.36,7.4,5,2,Yes
1312,415,no,200.9,92,34.15,8.9,7,2.4,No
1313,415,no,141.3,123,24.02,6.4,2,1.73,No
1314,415,no,235.8,130,40.09,7.3,1,1.97,No
1315,510,no,185.1,100,31.47,6.3,4,1.7,No
1316,415,no,254.3,113,43.23,11.8,2,3.19,No
1317,510,no,183,103,31.11,8.7,6,2.35,No
1318,415,yes,163.5,80,27.8,7.5,5,2.03,No
1319,408,no,207.9,98,35.34,7.7,2,2.08,No
1320,415,no,248.6,102,42.26,6.1,3,1.65,No
1321,415,yes,185.4,105,31.52,14.5,4,3.92,No
1322,408,no,197.8,60,33.63,8.9,5,2.4,No
1323,415,no,132.1,42,22.46,9.1,1,2.46,Yes
1324,510,no,197.1,117,33.51,9.3,11,2.51,No
1325,415,no,154.6,112,26.28,12.6,5,3.4,No
1326,510,yes,153.1,115,26.03,10,1,2.7,Yes
1327,408,no,211.2,119,35.9,6.3,9,1.7,No
1328,415,no,96.8,92,16.46,10.9,5,2.94,Yes
1329,510,no,172,145,29.24,10.1,9,2.73,No
1330,415,no,141.1,91,23.99,8,7,2.16,No
1331,408,yes,151.1,121,25.69,13.8,2,3.73,No
1332,408,no,209.6,107,35.63,7.6,2,2.05,No
1333,415,yes,247,109,41.99,10.5,4,2.84,No
1334,408,yes,221.4,114,37.64,10.8,12,2.92,No
1335,408,no,321.3,99,54.62,8,4,2.16,Yes
1336,415,no,243.7,124,41.43,11.3,2,3.05,No
1337,415,no,251.5,85,42.76,11.1,6,3,No
1338,510,no,236.9,107,40.27,7.3,2,1.97,Yes
1339,415,no,159.7,79,27.15,9.3,3,2.51,No
1340,415,no,148.2,96,25.19,9.2,1,2.48,Yes
1341,408,no,150.9,86,25.65,14.7,1,3.97,No
1342,415,yes,210.5,101,35.79,11.5,2,3.11,No
1343,415,yes,170.9,71,29.05,4.1,5,1.11,No
1344,510,no,254.7,80,43.3,10.6,8,2.86,No
1345,415,no,284.4,89,48.35,8.4,8,2.27,Yes
1346,415,no,0,0,0,6.8,1,1.84,Yes
1347,408,no,133.7,45,22.73,10.7,2,2.89,Yes
1348,408,no,224.9,117,38.23,10.3,3,2.78,No
1349,408,no,151.8,98,25.81,11.9,5,3.21,No
1350,510,yes,141.4,107,24.04,5.6,3,1.51,No
1351,408,no,285.7,124,48.57,14.8,7,4,Yes
1352,415,no,58.4,121,9.93,11.9,5,3.21,No
1353,415,yes,90.4,105,15.37,13.1,4,3.54,No
1354,408,no,114.4,91,19.45,11,3,2.97,No
1355,408,no,147.7,103,25.11,12.8,3,3.46,No
1356,408,yes,302.7,93,51.46,13.6,14,3.67,No
1357,415,no,136.1,120,23.14,11.3,4,3.05,No
1358,408,no,169.7,84,28.85,12.8,6,3.46,No
1359,510,no,227.2,89,38.62,14.9,2,4.02,No
1360,415,no,217.8,91,37.03,10.3,6,2.78,Yes
1361,415,no,124.2,102,21.11,13.1,8,3.54,No
1362,415,no,206.2,76,35.05,13.6,2,3.67,No
1363,510,no,132.9,122,22.59,9.9,2,2.67,No
1364,415,yes,104.9,115,17.83,7.7,6,2.08,No
1365,415,no,245,97,41.65,13.7,8,3.7,Yes
1366,408,no,184.5,118,31.37,11.6,3,3.13,No
1367,415,no,89.5,66,15.22,12.3,1,3.32,No
1368,415,no,235.6,131,40.05,8.6,4,2.32,No
1369,408,no,186,127,31.62,11.5,6,3.11,No
1370,415,no,223.9,75,38.06,7.3,9,1.97,No
1371,510,no,179.5,125,30.52,6.6,2,1.78,No
1372,415,no,169.4,102,28.8,8.9,5,2.4,No
1373,408,no,118.1,90,20.08,8.2,6,2.21,No
1374,415,no,112,105,19.04,4.1,4,1.11,Yes
1375,408,yes,168.4,129,28.63,8.5,7,2.3,No
1376,415,yes,214.3,112,36.43,11.3,10,3.05,No
1377,415,no,245.7,139,41.77,4.2,5,1.13,Yes
1378,415,yes,156.6,134,26.62,13.4,10,3.62,No
1379,415,yes,142.8,96,24.28,8.9,4,2.4,No
1380,415,no,202.4,115,34.41,10.2,2,2.75,No
1381,415,no,116.8,119,19.86,12,2,3.24,No
1382,510,no,155.7,110,26.47,11,1,2.97,No
1383,415,yes,236.1,107,40.14,9.1,4,2.46,No
1384,415,yes,138.1,113,23.48,8.2,2,2.21,No
1385,408,no,51.9,108,8.82,10.1,3,2.73,No
1386,510,no,81.3,116,13.82,8.9,3,2.4,No
1387,415,yes,171.5,98,29.16,7.1,3,1.92,No
1388,415,no,126,96,21.42,7.6,3,2.05,No
1389,415,no,197.2,127,33.52,9.9,6,2.67,No
1390,510,no,194.1,62,33,15.3,4,4.13,No
1391,510,no,115.7,105,19.67,9.3,6,2.51,No
1392,510,yes,157.2,118,26.72,8.4,5,2.27,No
1393,415,no,269.7,85,45.85,4.5,15,1.22,Yes
1394,415,no,246.4,107,41.89,9.1,8,2.46,No
1395,510,no,227.4,121,38.66,13,4,3.51,No
1396,415,no,189.8,110,32.27,12.2,4,3.29,No
1397,415,yes,188.9,124,32.11,11.5,5,3.11,No
1398,510,no,0,0,0,7.2,4,1.94,No
1399,408,yes,110.5,87,18.79,11,4,2.97,No
1400,408,no,167.6,116,28.49,11.7,2,3.16,No
1401,415,no,132,90,22.44,0,0,0,No
1402,408,no,167.8,88,28.53,11.9,4,3.21,No
1403,415,no,213.4,86,36.28,5.7,4,1.54,No
1404,510,no,175.4,120,29.82,10.6,1,2.86,No
1405,510,yes,82.6,113,14.04,9.5,1,2.57,No
1406,510,no,143.2,80,24.34,8.8,7,2.38,Yes
1407,415,no,125.5,139,21.34,8.9,8,2.4,No
1408,415,yes,82.3,105,13.99,11.8,2,3.19,Yes
1409,408,no,165.6,104,28.15,11.8,3,3.19,No
1410,415,yes,183.1,95,31.13,8.4,2,2.27,No
1411,408,no,162.1,91,27.56,12.2,5,3.29,No
1412,510,no,166.6,84,28.32,7.7,6,2.08,No
1413,415,yes,135.9,60,23.1,9.4,4,2.54,No
1414,408,yes,165.7,78,28.17,9.8,6,2.65,No
1415,415,no,176.1,90,29.94,9.7,4,2.62,No
1416,510,no,142.3,89,24.19,9.1,1,2.46,No
1417,510,no,177.6,121,30.19,7.6,3,2.05,No
1418,408,no,83.2,74,14.14,10.7,7,2.89,No
1419,415,yes,235,101,39.95,5.7,7,1.54,No
1420,415,no,105.7,95,17.97,6.6,12,1.78,No
1421,415,no,149.4,68,25.4,17.9,3,4.83,Yes
1422,415,yes,264.7,81,45,10.4,7,2.81,No
1423,510,yes,160.3,45,27.25,5.6,1,1.51,No
1424,415,yes,95.9,117,16.3,10.4,3,2.81,No
1425,408,no,140.7,77,23.92,11.7,5,3.16,No
1426,510,no,119.7,148,20.35,4.6,2,1.24,No
1427,415,yes,99.9,84,16.98,9.8,7,2.65,No
1428,415,no,250.9,108,42.65,9.6,6,2.59,No
1429,415,no,200.6,117,34.1,11.2,5,3.02,No
1430,510,yes,209.8,130,35.67,7,7,1.89,No
1431,415,yes,198,70,33.66,7.6,4,2.05,No
1432,510,no,239.8,107,40.77,11.3,5,3.05,No
1433,415,no,164.5,75,27.97,11.2,2,3.02,No
1434,510,no,220.9,107,37.55,12.2,2,3.29,No
1435,408,yes,112.8,150,19.18,13.2,6,3.56,No
1436,415,yes,112.6,114,19.14,11.1,2,3,Yes
1437,510,yes,226.4,117,38.49,10.8,7,2.92,No
1438,415,yes,244.9,118,41.63,9.7,6,2.62,No
1439,510,no,203.2,99,34.54,15.1,6,4.08,No
1440,415,no,136.7,115,23.24,8.6,4,2.32,No
1441,408,no,152.6,97,25.94,5,10,1.35,No
1442,408,yes,274.9,102,46.73,8.8,2,2.38,No
1443,510,no,195.7,116,33.27,8.3,3,2.24,Yes
1444,415,no,204.3,82,34.73,9.2,7,2.48,No
1445,415,no,222.3,99,37.79,8.9,4,2.4,No
1446,510,yes,222.5,104,37.83,9.7,2,2.62,No
1447,415,yes,128.8,104,21.9,10.3,2,2.78,No
1448,415,no,174.3,105,29.63,8.3,2,2.24,No
1449,415,no,242.5,110,41.23,7.8,3,2.11,No
1450,415,no,221.6,101,37.67,12.7,6,3.43,No
1451,408,no,114.3,100,19.43,10.9,9,2.94,No
1452,415,yes,219.7,137,37.35,9.5,2,2.57,No
1453,510,no,144.9,136,24.63,12.3,3,3.32,No
1454,415,yes,236.5,111,40.21,8.1,3,2.19,No
1455,408,yes,174,80,29.58,14.1,7,3.81,Yes
1456,408,no,109.5,95,18.62,6.6,7,1.78,No
1457,510,yes,81.6,120,13.87,9.9,4,2.67,No
1458,415,no,133.4,113,22.68,5.9,4,1.59,No
1459,408,no,137.1,94,23.31,8.6,4,2.32,No
1460,415,no,197,88,33.49,16.1,8,4.35,No
1461,415,no,198.1,160,33.68,9.3,3,2.51,No
1462,408,no,39.5,78,6.72,10,6,2.7,No
1463,408,no,199.5,107,33.92,8.1,4,2.19,No
1464,415,no,156.8,93,26.66,7.6,6,2.05,No
1465,415,no,183.4,85,31.18,9,5,2.43,No
1466,510,no,132.4,120,22.51,8.6,2,2.32,No
1467,415,no,63.2,108,10.74,5.1,3,1.38,No
1468,415,yes,181.1,59,30.79,16.9,4,4.56,Yes
1469,510,yes,117.5,102,19.98,4.2,7,1.13,No
1470,415,yes,218.7,79,37.18,15,1,4.05,No
1471,415,yes,207.3,95,35.24,5.9,3,1.59,No
1472,415,no,150.6,99,25.6,8.1,5,2.19,No
